state,year,pop_tot,pop_male_pcp,pop_white_pcp,pop_black_pcp,pop_hisp_pcp,empl_notinlabor_pcp,rentpct_median,rentpct_50plus_pcp,hmls_unshelt_pcp,hmls_shelt_pcp,shelter_beds_pcp,temp_degf,precip_in,illicit_pastmon_pcp,restriction,conservative,moderate,liberal,undecided,clusterpred
SC,2012,4723723,0.48601092824452236,0.6386578975947573,0.276706953392483,0.052873972500080975,0.3899244363293605,31.5,0.24143681712215262,0.00045282079410668237,0.0005876720544367229,0.0010214400802079208,48.3,2.19,0.0730356119526907,0,0.43,0.35,0.15,0.06,0
SC,2013,4774839,0.48612717622520885,0.6381886384022581,0.27647654716734954,0.053061474952349176,0.39041607151568497,31,0.22590592868081383,0.0006561477779669639,0.0007143696363374765,0.000813430568025435,50.2,2.48,0.07267260739053191,0,0.43,0.35,0.15,0.06,0
SC,2014,4832482,0.4865737730632002,0.6378062039341275,0.2732287466357867,0.053265382054190784,0.39438347290838877,31,0.22859609721501292,0.0003741348648582654,0.0006723253185423143,0.000718678310648648,39.7,3.15,0.06621856015190537,0,0.43,0.35,0.15,0.06,0
SC,2015,4896146,0.4871374342186691,0.6371964806605032,0.2745249018309503,0.05362483063209308,0.3985795631597088,29.8,0.2162846349095908,0.00038724335426272013,0.0007062697885234631,0.0007669297443336045,43.8,3.56,0.10355083365569573,0,0.43,0.35,0.15,0.06,0
SC,2016,4961119,0.4848388035038063,0.6372491770505807,0.26962546151382377,0.05498578042574669,0.39516813551975727,29.5,0.21085675092017875,0.00034064895439919903,0.0006774681276542651,0.0007500324019641537,43,2.83,0.0701454651662256,0,0.43,0.35,0.15,0.06,0
SC,2017,5024369,0.48501652645337157,0.6364604192088599,0.2701602927651214,0.05692058047488152,0.3963549885932892,30.2,0.21874779571066288,0.0002987439815825629,0.0004806573720998597,0.0005833568354553577,51.4,4.88,0.06926242877463817,0,0.43,0.35,0.15,0.06,0
SC,2018,5084127,0.485571465858347,0.6352699293310337,0.26624020210352733,0.05792577565430604,0.397024875675207,29.5,0.2181061763191872,0.0002643521690154475,0.0005092319684382393,0.0005902684964399984,40.6,2.82,0.08182329040954327,0,0.43,0.35,0.15,0.06,0
SC,2019,5148714,0.4826449866898802,0.635459068031357,0.26471017811437964,0.057971369161309017,0.3956478065525067,29,0.20630278351375414,0.000333481331454806,0.0004768180947708496,0.000596459620790745,46.7,3.6,0.08740046543661194,0,0.43,0.35,0.15,0.06,0
SD,2011,824082,0.4981361078145136,0.8455360024851896,0.011548608026871113,0.027787283304331365,0.3117756139193855,25.9,0.169571749825695,0.00007766217439526649,0.0009246652638936416,0.0016005688754274453,13,0.93,0.04853885899704156,0,0.47,0.32,0.15,0.05,0
SD,2012,833354,0.501351166491071,0.8381840130364767,0.015665611492834977,0.029722062892840257,0.3111658066424419,26,0.1465302866794914,0.0000767980954072339,0.0009539763413867336,0.0017327570276257148,25.4,0.41,0.056398601314687394,0,0.47,0.32,0.15,0.05,0
SD,2013,844877,0.5020375747002226,0.83446466171999,0.01538803873226517,0.03217746488542119,0.3112561407995713,25.9,0.15785887271287422,0.00040124183756925564,0.0008936212016660413,0.00187956353410023,19.4,0.45,0.04971137810592548,0,0.47,0.32,0.15,0.05,0
SD,2014,853175,0.5009300553813696,0.8316992410701204,0.01738213145017142,0.03366132387845401,0.30362669855941726,25.6,0.17185929648241205,0.0000644650862953087,0.0009728367568201131,0.0020476455592346237,18.3,0.24,0.046883699123860874,0,0.47,0.32,0.15,0.05,0
SD,2015,858469,0.5026855949370332,0.82784701602504,0.015343594235784868,0.03503795710736206,0.3186975738156207,25.7,0.17735796638422002,0.00015842156210649422,0.0010483779845282706,0.0017007020637903058,22.7,0.27,0.08736483204402255,0,0.47,0.32,0.15,0.05,0
SD,2016,865454,0.5033982164274473,0.8242090278628327,0.016781943349964298,0.03723710330069536,0.3209807621782375,26,0.17104542466953918,0.00021376063892477242,0.0010248956039258007,0.0013368705904646578,19.8,0.27,0.07279416352573331,0,0.47,0.32,0.15,0.05,0
SD,2017,869666,0.5041349207626836,0.8232206387279715,0.019532786150085205,0.035965531594888155,0.32053383317051354,25.7,0.19435449050086356,0.00019662721090625597,0.0008876971159042667,0.0015592192864846964,16.5,0.68,0.06899200382675648,0,0.47,0.32,0.15,0.05,0
SD,2018,882235,0.5047079292932155,0.8147296355279489,0.02160082064302595,0.03851921540179204,0.31831123049973703,26.3,0.15540455291000524,0.00032304318010507405,0.000990665752322227,0.001235498478296599,18.1,0.3,0.06800909054843664,0,0.47,0.32,0.15,0.05,0
SD,2019,884659,0.5080579070579737,0.8150259026359309,0.023586489257442698,0.037322855473125804,0.32146340265245704,25.2,0.14321846348403414,0.00026450869770160027,0.0008602184570552043,0.001214027099707345,18,0.49,0.0610404687003693,0,0.47,0.32,0.15,0.05,0
TN,2011,6403353,0.48708090901751006,0.7533479725387621,0.16732842934006606,0.04627372565591808,0.3842092245866987,31.5,0.2402669467592822,0.0004994258476769905,0.0009237347995651653,0.0010535105592335765,33.9,3.18,0.06277960937027835,0,0.46,0.27,0.19,0.08,0
TN,2012,6456243,0.48708761426730685,0.7497992253389472,0.16910128692491902,0.04766828014373065,0.3886523697747279,30.6,0.226418703069524,0.0005650344945194906,0.000894947727339259,0.0010055383603126463,42.4,4.88,0.0590126486874797,0,0.46,0.27,0.19,0.08,0
TN,2013,6495978,0.4886328124879733,0.7484774425036538,0.16971347501484765,0.047602377963718474,0.3857563693882388,30.1,0.2224340209226859,0.0004936900956253238,0.0009730636403017374,0.0010714322000474755,41,8.64,0.05942138350838011,0,0.46,0.27,0.19,0.08,0
TN,2014,6549352,0.4871014720234918,0.7454064157797596,0.16876753608601278,0.04921693016347266,0.39246370328639435,30.5,0.2308017245030993,0.00046294656326305257,0.0009746002352599158,0.0010368964746435983,30,2.7,0.0600059364651648,0,0.46,0.27,0.19,0.08,0
TN,2015,6600299,0.48705202597639896,0.7423613687804144,0.16823662079551244,0.050521953626646306,0.390393401964973,29.3,0.20689160717052785,0.0004914928853980706,0.000890717223568205,0.0010576793566473277,36.1,2.81,0.09181402236474438,0,0.46,0.27,0.19,0.08,0
TN,2016,6651194,0.48819174421915823,0.7411376062703929,0.16755397602295166,0.052237538102181354,0.3944892744678112,28.9,0.1977554986249235,0.0004519489282676163,0.0008679644587122253,0.0010492852862207898,34.8,2.76,0.07742970660606201,0,0.46,0.27,0.19,0.08,0
TN,2017,6715984,0.48721602076479037,0.7388680497154252,0.16716463291157335,0.05378258792754718,0.3852148220163392,28.3,0.18798142736613901,0.0004117043757102459,0.000825493330538012,0.0009419319641023565,44.9,4.24,0.08010739751613465,0,0.46,0.27,0.19,0.08,0
TN,2018,6770010,0.4877675217614154,0.7363132403054058,0.16806489207549177,0.055081307117714744,0.3867138054589505,29.5,0.20664364458639878,0.00042171281874029727,0.0007426872338445585,0.0008381080677871968,32.9,2.55,0.08330859186323211,0,0.46,0.27,0.19,0.08,0
TN,2019,6829174,0.48748428433658303,0.7331358082251236,0.16712182176058188,0.05698009744663118,0.38269439446051523,28.5,0.20392298459984454,0.00038042668117696223,0.0007129705583720666,0.0007926288010819464,39.4,5.78,0.08463688287924719,0,0.46,0.27,0.19,0.08,0
TX,2011,25674681,0.49625395540454814,0.44729786516140163,0.11730603390943786,0.3813729175447204,0.3513671502458741,30,0.22601833598917756,0.0006987039098947324,0.0007389381001462102,0.0009473535425815028,45,1.55,0.056164281067406445,0,0.39,0.32,0.21,0.07,0
TX,2012,26059203,0.496761854151871,0.44339529493668706,0.1189378278376357,0.3822415443787747,0.3523386334497303,29.2,0.21949538769948787,0.000635130706031186,0.0006715861571054188,0.0008780007585036273,50.4,2.27,0.055911149700165426,0,0.39,0.32,0.21,0.07,0
TX,2013,26448193,0.4970280578336675,0.4394785685358542,0.11883102940151714,0.38393568135259754,0.351404516819905,29,0.21198601136303494,0.0004571200762184396,0.0006626161568013361,0.000841531971579306,47.9,2.46,0.05705493755282261,0,0.39,0.32,0.21,0.07,0
TX,2014,26956958,0.4965069500794563,0.43432860636574794,0.12000233854279849,0.386105806152163,0.3546250157601671,29.5,0.21903875595483263,0.0003808664167522166,0.0006761890566435575,0.0008325494293532675,44.5,0.37,0.06042966717535413,0,0.39,0.32,0.21,0.07,0
TX,2015,27469114,0.4960266647115011,0.42939360912769153,0.12006841574868414,0.388516935784678,0.3568694813652341,28.9,0.20896252670647492,0.0002725242612484698,0.0005894620408943659,0.0007576509384321606,44,2.67,0.08056321001106916,0,0.39,0.32,0.21,0.07,0
TX,2016,27862596,0.4963985767873173,0.42508113745036535,0.12067371611747879,0.3906053477572585,0.3552580464142527,28.9,0.20612478070240456,0.00024793095374171163,0.0005819271111708327,0.000728467656064783,46.4,0.95,0.06047534120654084,0,0.39,0.32,0.21,0.07,0
TX,2017,28304596,0.49683454234782226,0.41883982375159146,0.12094258473076246,0.39423813009025105,0.35658341180824155,29.2,0.21222174221812715,0.000300057276917148,0.0005318924177543464,0.0006834225791458037,50.8,2.28,0.061332795564367,0,0.39,0.32,0.21,0.07,0
TX,2018,28701845,0.49649017336690376,0.4139544687806655,0.12288502707752759,0.39610150497293817,0.35496805011935345,29.5,0.21579443725429256,0.0003670147337218217,0.000514810110639229,0.0006273464301685135,43.8,0.64,0.0632015119585518,0,0.39,0.32,0.21,0.07,0
TX,2019,28995881,0.4961312263628065,0.4114228500248018,0.12256644314411416,0.3974647985346608,0.35011155994315785,29.2,0.20820747439204088,0.0003870204874961378,0.0005044164721189192,0.000630123982092491,47.2,1.5,0.07083764759553263,0,0.39,0.32,0.21,0.07,0
UT,2011,2817222,0.5032045752872866,0.7987396804369695,0.0115447060969991,0.13236905007841057,0.31928175660794317,30.7,0.23937227150845417,0.0001572471037071271,0.0009537764507021456,0.001048550664448879,25.4,0.39,0.03833563702115062,0,0.45,0.31,0.2,0.04,0
UT,2012,2855287,0.5025862549018715,0.7981348284778378,0.01113618350799762,0.13288786731421395,0.3124587566354369,29.8,0.2272015641193376,0.00016635805787649369,0.0010688943002927552,0.0010576870206042335,31,0.97,0.04623002871515193,0,0.45,0.31,0.2,0.04,0
UT,2013,2900872,0.5028687925561693,0.7952570813189965,0.011291087645370082,0.13360430932492023,0.3277984393048697,28.7,0.20480457055358736,0.0001440946032779109,0.0009855657195491562,0.0009790159648547059,19.7,1.01,0.05377693328075144,0,0.45,0.31,0.2,0.04,0
UT,2014,2942902,0.5027442300151347,0.7918564736440425,0.011390117645779574,0.13493483643016316,0.32413900576593424,28.4,0.19233281663235724,0.00010635760212198707,0.0009405681874557835,0.0009310537693745833,30.4,0.61,0.05674670784144358,0,0.45,0.31,0.2,0.04,0
UT,2015,2995919,0.5028116581256036,0.7891268088356194,0.011523676040640618,0.13662251883311932,0.3232464072291599,27.7,0.18986074922782253,0.00007543595137251709,0.0009342709198746696,0.0009212532114519785,32.1,0.92,0.07042914044071286,0,0.45,0.31,0.2,0.04,0
UT,2016,3051217,0.5041086884348114,0.7869745088599074,0.010749809010634118,0.1377941981838722,0.3176231880416357,27.9,0.19686065640180217,0.00007734618678383085,0.0008426146026323267,0.0008190174609016665,26.6,1.42,0.05768190200828063,0,0.45,0.31,0.2,0.04,0
UT,2017,3101833,0.504035194673601,0.7829225493442104,0.012144109628081202,0.1400107613788363,0.3133631310903829,27.6,0.1793218435782704,0.00008962442529949227,0.0008298319090679608,0.0008878621124992867,25.9,2.76,0.06318844373633267,0,0.45,0.31,0.2,0.04,0
UT,2018,3161105,0.5037659299517099,0.7781744042035934,0.012769268973982199,0.1424248799075007,0.31855224015144684,27.6,0.18938448600919608,0.00013286493172482406,0.0007769435055146855,0.0009389121841887568,32.8,0.86,0.059789219276170834,0,0.45,0.31,0.2,0.04,0
UT,2019,3205958,0.5023992828352711,0.7768797969280945,0.011515434700017904,0.14412353499328437,0.30339242562594276,27.7,0.18531974568066353,0.00012726305210486227,0.0007454869963985804,0.0009129876311542447,27,1.51,0.06487920303385135,0,0.45,0.31,0.2,0.04,0
VT,2011,626431,0.4923016261966601,0.9404419640790446,0.008291415973985961,0.014581015307352287,0.3210197327628968,31.7,0.25087273022488027,0.00019635043604163905,0.001629868253646451,0.0012850577318172312,15.7,2.29,0.13249663570289466,0,0.3,0.32,0.35,0.03,0
VT,2012,626011,0.4938954746801574,0.9395010630803612,null,0.015697807227029556,0.3266429521315095,30.3,0.24498045546113104,0.00035622377242572415,0.00149677881059598,0.001567065115469217,21.4,2.95,0.12300103352816484,0,0.3,0.32,0.35,0.03,0
VT,2013,626630,0.4925905239136332,0.9396789173834639,0.01146450058248089,0.015233870066865614,0.3390650933884919,31.9,0.2594120610541508,0.00029363420200118095,0.00202671432902989,0.002256515008856901,18.6,1.87,0.11011282575044284,0,0.3,0.32,0.35,0.03,2
VT,2014,626562,0.4923950064000051,0.9322317663694893,0.009837813336908398,0.01719702120460545,0.3378648763451917,30.6,0.2343695243039782,0.00026014983353602676,0.002228031703167444,0.001659851698634772,14.6,3.11,0.1260848886462952,0,0.3,0.32,0.35,0.03,2
VT,2015,626042,0.49286150130502426,0.9342040949329278,0.012772306011417765,0.016647445379064024,0.3463678261403024,30.2,0.2291133644997522,0.00023960053798307462,0.0021931435910050763,0.0014423952386581093,12.2,2.79,0.17730439810747523,0,0.3,0.32,0.35,0.03,2
VT,2016,624594,0.49291859992250964,0.9295894613140696,null,0.020086648286727057,0.34827658554707125,30.4,0.23378611554379272,0.00024976224555471236,0.0015385994742184524,0.0012039821067765621,20.9,1.62,0.1585029635251059,0,0.3,0.32,0.35,0.03,0
VT,2017,623657,0.49355655432393125,0.9279235220642116,null,0.019132311510974782,0.34643432471289254,30.3,0.2300189200245449,0.00021486169480980732,0.0017493590226679088,0.0015409111097927225,24.8,2.53,0.16836177578380424,0,0.3,0.32,0.35,0.03,0
VT,2018,626299,0.49196629724780017,0.9259858310487483,0.01216830938577261,0.019878684142877443,0.343287220427814,28.8,0.22036513951085085,0.00013092787949525706,0.001930387881826412,0.0014960905254519008,16.5,3.49,0.1772316417557748,0,0.3,0.32,0.35,0.03,2
VT,2019,623989,0.4954638623437272,0.9245227079323514,0.015120458854242623,0.019884965920873604,0.34599059702600954,32,0.22978500947526628,0.00018269552828655634,0.0015625275445560738,0.001367011277442391,14.9,5.05,0.1842981206399472,0,0.3,0.32,0.35,0.03,0
WA,2011,6830038,0.4989812648187316,0.7194175200782191,0.03508984869483889,0.11552790775102569,0.34982318825004216,30.4,0.22939313051570678,0.0007853543420988287,0.0022071619513683526,0.002440542790537915,32.1,6.53,0.09809608672748234,0,0.3,0.33,0.3,0.07,2
WA,2012,6897012,0.49897390348168164,0.7143734127184351,0.03604908908379455,0.11709360517279077,0.35169959323060784,30.4,0.22993515777603254,0.0007941120009650555,0.0021787695889176357,0.0024599058258851806,30.7,6.35,0.09859341987515753,0,0.3,0.33,0.3,0.07,2
WA,2013,6971406,0.4985837863983248,0.7088478278269835,0.03720009995114328,0.11934120606374095,0.3593290719455555,30.5,0.228711741042732,0.0007248179205170377,0.0018227313113021964,0.0021109084738430094,29.1,3.97,0.11360692520274963,0,0.3,0.33,0.3,0.07,2
WA,2014,7061530,0.49983459675169545,0.7025137611820668,0.0355922866574241,0.12161358799013812,0.3589001858055623,30,0.2232002349311841,0.0008357962084704023,0.0017758191213518883,0.0021080417416622175,34.1,4.42,0.11725504246246918,0,0.3,0.33,0.3,0.07,3
WA,2015,7170351,0.5000063455749935,0.6968798319635956,0.036616338586493186,0.12362281846453542,0.36276316108001694,29.2,0.21081552398118023,0.0009931173522746656,0.0017151182696635073,0.002018869090230032,35.1,4.96,0.14462332457643984,0,0.3,0.33,0.3,0.07,3
WA,2016,7288000,0.49941355653128433,0.6934064215148189,0.03663240944017563,0.12437582327113063,0.35945397125818535,29,0.2137797519340442,0.001161635565312843,0.0016960757409440175,0.0020069978046103184,33,6.82,0.11223929747530187,0,0.3,0.33,0.3,0.07,3
WA,2017,7405743,0.49942524335505567,0.6855629475665035,0.03667208003302302,0.127035464233636,0.3544404688065072,29.2,0.2123022857077973,0.001160045656458778,0.0016907148951833732,0.0019293135070984776,24.8,3.64,0.13962137222423193,0,0.3,0.33,0.3,0.07,3
WA,2018,7535591,0.49987572308528955,0.6782844238759773,0.03872397002438163,0.12876932943945604,0.35427891793371924,29.1,0.21595189241556884,0.001409444859732966,0.0015503760753469767,0.0019926771503389713,35.4,7.74,0.1483626168139964,1,0.3,0.33,0.3,0.07,3
WA,2019,7614893,0.500016480861911,0.6732457041747009,0.04017443186660666,0.13023465989607472,0.34917068671917373,29,0.20459925100550894,0.001255040615803794,0.0015784857384076177,0.0018492708958615701,34.2,4.51,0.16218218693289585,1,0.3,0.33,0.3,0.07,3
WV,2011,1855364,0.49288118126685654,0.9305311518386689,0.030278694638895657,0.011481305016158554,0.4568118344165071,29.3,0.1977295898360913,0.0004344161037941881,0.0007572638037603403,0.0010122003013963838,27.1,2.25,0.06737222453383811,0,0.47,0.3,0.16,0.06,0
WV,2012,1855413,0.49136283943251446,0.9280418968714782,0.033041700149777975,0.012784754661091628,0.4590220160386991,29.1,0.2062602870260749,0.0004726710441287196,0.000826231140991251,0.0010100177157322924,34.9,3.09,0.05928599185194886,0,0.47,0.3,0.16,0.06,0
WV,2013,1854304,0.4944356480922222,0.9261857818351252,0.03386068303794847,0.014337454915698829,0.4557669691887565,28.9,0.2185168332623895,0.00033867154468738674,0.0008693288694841838,0.0010586182200976754,33.9,4.41,0.05392858991837369,0,0.47,0.3,0.16,0.06,0
WV,2014,1850326,0.4943377545362277,0.9258622534623628,0.03690106500151865,0.013242531316103217,0.46757811569145064,28.3,0.19295767764636887,0.00023239148128491953,0.0008555249183116921,0.001061975024941551,23.5,2.25,0.06647477255359326,0,0.47,0.3,0.16,0.06,0
WV,2015,1844128,0.4926767556265075,0.9229646749032605,0.038605780076003404,0.014458323934130386,0.47121515106509376,28.9,0.19890355729281903,0.00023425705807839802,0.0007607931770462787,0.0009842050009543806,28.8,2.41,0.09435353728157699,0,0.47,0.3,0.16,0.06,0
WV,2016,1831102,0.49200590682550727,0.9201759377686224,0.03807597829066868,0.014626711128052944,0.46492161963844975,29.2,0.20053052796575682,0.00007372609499634646,0.000683741266188339,0.0009453323736198202,27.6,2.61,0.07099549888537067,0,0.47,0.3,0.16,0.06,0
WV,2017,1815857,0.4940730465009084,0.9199562520616987,0.03964574302932444,0.012559909728574441,0.47565943818802303,29.4,0.20682598026737806,0.00010353238167983492,0.0006173393609739092,0.0009125167895930131,37.5,4.8,0.07709858210200472,0,0.47,0.3,0.16,0.06,0
WV,2018,1805832,0.4954264848557341,0.9202256909834359,0.03803177704238268,0.014159124436824688,0.4698992248583165,29.7,0.207163328037064,0.00010133833047592467,0.0005869870508441538,0.0008821418603723935,27,3.11,0.09026310310150668,0,0.47,0.3,0.16,0.06,0
WV,2019,1792147,0.4943015277206613,0.9203865531119936,0.03678548690481306,0.014966964205503232,0.46156263205226833,28.2,0.19069041925137004,0.00013838150553498123,0.0006411304429826348,0.0008442387817517202,32,3.86,0.09151035043442307,0,0.47,0.3,0.16,0.06,0
WI,2011,5711767,0.496366886114227,0.8300450631126935,0.06242376483494512,0.06045362144499242,0.3235833053098981,29.6,0.24361947052679359,0.00007528318294496257,0.0009375382434192431,0.0011716164192271848,12.2,0.91,0.06460347559695624,0,0.41,0.36,0.19,0.04,0
WI,2012,5726398,0.4964267240942736,0.8275432479544733,0.06274747232029629,0.06188864273841951,0.32705983886754064,29.4,0.23365313712288802,0.00010145994043725218,0.0009510341404841228,0.0011148369358888431,20.8,1.02,0.0682802697262747,0,0.41,0.36,0.19,0.04,0
WI,2013,5742713,0.4972391968743693,0.8246792065004815,0.062322285651398565,0.0631072804787563,0.3293808457714155,28.9,0.22289347410106214,0.0000640812103965495,0.0009988310403114347,0.0011285606646196666,16.8,1.69,0.06982762328537052,0,0.41,0.36,0.19,0.04,0
WI,2014,5757564,0.4963873610436636,0.8218043255793596,0.0632065922324094,0.06443384737017252,0.33087741302202145,28.9,0.22245560410590665,0.00005957380586650882,0.0009920862364708408,0.0011296444121159574,6,1.13,0.0696475106486007,0,0.41,0.36,0.19,0.04,0
WI,2015,5771337,0.4969900388766069,0.8181263717575321,0.06277401579564666,0.06604171615693209,0.331414995062438,28.2,0.20585154368862726,0.00007658537354515947,0.0009729114761449556,0.0011614293187176558,15.3,0.53,0.10118972432211115,0,0.41,0.36,0.19,0.04,0
WI,2016,5778709,0.49715619872881645,0.8164730219154486,0.06258370165377769,0.06697257120924414,0.33462968283122385,27.5,0.2083295736085366,0.00007095010321509527,0.0009128336450234819,0.0011082060024133417,16.2,0.84,0.07164229934402304,0,0.41,0.36,0.19,0.04,0
WI,2017,5795483,0.4970170734691138,0.8120660521305989,0.0639006274369194,0.06864777275681767,0.3373706625982409,27.2,0.19682449464377197,0.000058666378626250826,0.0008087332841801106,0.0009533286526765759,19.4,2.03,0.07678393673141652,0,0.41,0.36,0.19,0.04,0
WI,2018,5813568,0.49733347919900484,0.8097552140097097,0.06375293107434195,0.06946388173321444,0.34025432630417657,27.2,0.19618483169129722,0.00006570835672688442,0.0007783516078250052,0.0008120658432136684,15.2,1.2,0.08755380516749782,0,0.41,0.36,0.19,0.04,0
WI,2019,5822434,0.4968375768621851,0.8080141397910221,0.06436260161987238,0.0708928602711512,0.34057522755545283,26.8,0.19093363246230757,0.000050666096000401204,0.0007287330350159401,0.0007752771435451222,13.1,1.43,0.09222946966852694,0,0.41,0.36,0.19,0.04,0
WY,2011,568158,0.5093935137760975,0.855519063359136,null,0.0910978988239187,0.3093910017845773,25.1,0.15790924122726438,0.00148374219847296,0.00034321438754712595,0.0013253355580665942,20.3,1.01,0.05808243481566747,0,0.41,0.33,0.17,0.09,3
WY,2012,576412,0.5078589619924637,0.8460476187171676,null,0.09423120962089616,0.3204689929822861,27.4,0.17027058279370952,0.0023212563236018682,0.0008240633435806333,0.0014173889509586893,25.1,0.92,0.057250716501391366,0,0.41,0.33,0.17,0.09,3
WY,2013,582658,0.5105859698141963,0.847241434941252,null,0.08879308273464022,0.31637131960934384,26.5,0.15632575320327832,0.0007757552457874087,0.0008598526065033004,0.0015532267642424887,19.9,0.74,0.05492072536548027,0,0.41,0.33,0.17,0.09,0
WY,2014,584153,0.5087382928787493,0.8403483333989554,null,0.09768844806069643,0.3181080238629181,25.3,0.1723371916286683,0.00033210477392053107,0.0009637885964807165,0.0013951824265218188,23.3,0.94,0.058203929449989984,0,0.41,0.33,0.17,0.09,0
WY,2015,586107,0.50349509560541,0.8405615356922883,null,0.09869358325356974,0.3216395719835913,25.2,0.158951500776969,0.0004964963735290656,0.0008650297641898152,0.001455365658488979,25.6,0.62,0.08872100145536566,0,0.41,0.33,0.17,0.09,0
WY,2016,585501,0.5093159533459379,0.8438550916223884,null,0.09609548062257793,0.3322209991864153,26.8,0.18027967013266405,0.0006251056787264241,0.0008385980553406399,0.0013868464784859461,22.7,0.87,0.06490168249072162,0,0.41,0.33,0.17,0.09,0
WY,2017,579315,0.510566790088294,0.839933369583042,null,0.10032883664327698,0.3399714070201905,27.1,0.16664141567177745,0.0006266021076616349,0.0008803500686155201,0.0012048712703796726,16.7,1.66,0.0707732408102673,0,0.41,0.33,0.17,0.09,0
WY,2018,577737,0.5064917081647878,0.8395515606582233,null,0.10020995712582023,0.3418462929396986,26.2,0.18280245470485096,0.00034444738695981044,0.0007615922123734502,0.0009692991793843912,25.1,0.9,0.07442832984558719,0,0.41,0.33,0.17,0.09,0
WY,2019,578759,0.5114477701426673,0.8369684099944882,null,0.10126322009679331,0.3516686769456265,27.3,0.17323711591859153,0.00021597936273993148,0.0007308741635119281,0.0010695298042881407,22,0.9,0.07256906588061697,0,0.41,0.33,0.17,0.09,0
